"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Target genes (miRTarBase)","PACS1","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","RPL7L1","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-3184-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","RRP36","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","SRARP","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","TRAF6","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","TUBB","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-4732-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","O-glycan processing GO0016266","enriched","0.0295311","0.0295311","0.456712","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of T cell proliferation GO0042102","enriched","0.0295311","0.0295311","0.456712","7","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1203; hsa-miR-7110-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol-3,5-bisphosphate binding GO0080025","enriched","0.029535","0.029535","0.456712","11","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-6131; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ATP hydrolysis activity GO0016887","enriched","0.0312014","0.0312014","0.456712","24","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276"
"Pathways (KEGG)","AMPK signaling pathway","enriched","0.0312014","0.0312014","0.338134","24","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4258; hsa-miR-4706; hsa-miR-1343-3p"
"Pathways (KEGG)","IL-17 signaling pathway","enriched","0.0312823","0.0312823","0.338134","18","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-6746-5p"
"Pathways (KEGG)","Chronic myeloid leukemia","enriched","0.0319202","0.0319202","0.338134","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Cul7-RING ubiquitin ligase complex GO0031467","depleted","0.0320648","0.0320648","0.456712","3","hsa-miR-4675; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cell migration involved in sprouting angiogenesis GO0090050","enriched","0.0320648","0.0320648","0.456712","3","hsa-miR-125a-3p; hsa-miR-575; hsa-miR-1203"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of myoblast proliferation GO2000291","enriched","0.0320648","0.0320648","0.456712","3","hsa-miR-3184-5p; hsa-miR-8069; hsa-miR-1203"
"Target genes (miRTarBase)","FBRS","depleted","0.0320648","0.0320648","0.384805","3","hsa-miR-4675; hsa-miR-1343-3p; hsa-miR-6784-5p"
"Target genes (miRTarBase)","FBXW8","depleted","0.0320648","0.0320648","0.384805","3","hsa-miR-4675; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Target genes (miRTarBase)","ZNF609","enriched","0.0320648","0.0320648","0.384805","3","hsa-miR-3184-5p; hsa-miR-8069; hsa-miR-1203"
"Published Diseases","acute myocardial infarction deregulated","enriched","0.0320648","0.0320648","0.320648","3","hsa-miR-125a-3p; hsa-miR-575; hsa-miR-1203"
"Published Diseases","sarcoidosis deregulated","enriched","0.0320648","0.0320648","0.320648","3","hsa-miR-1228-5p; hsa-miR-575; hsa-miR-1203"
"Interactions (NPInter)","ARF1","enriched","0.0320648","0.0320648","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-575; hsa-miR-1203"
"Interactions (NPInter)","EIF4A2","enriched","0.0320648","0.0320648","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-575; hsa-miR-1203"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of ryanodine-sensitive calcium-release channel activity GO0060315","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-3184-5p; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of muscle cell differentiation GO0051149","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of osteoclast differentiation GO0045672","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of ryanodine-sensitive calcium-release channel activity GO0060316","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-3184-5p; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein localization to cell-cell junction GO0150105","depleted","0.0321219","0.0321219","0.456712","4","hsa-miR-1469; hsa-miR-4675; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein kinase B signaling GO0051896","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-6802-5p; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum GO0010880","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-3184-5p; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of vesicle size GO0097494","enriched","0.0321219","0.0321219","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-6088; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ERK1 and ERK2 cascade GO0070371","enriched","0.032157","0.032157","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","T cell activation GO0042110","enriched","0.032157","0.032157","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-7110-5p; hsa-miR-663a; hsa-miR-6784-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of tumor necrosis factor production GO0032720","enriched","0.032157","0.032157","0.456712","9","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-575; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","ventricular septum morphogenesis GO0060412","depleted","0.032157","0.032157","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-6787-5p; hsa-miR-663a; hsa-miR-4787-3p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6880-3p"
"Pathways (KEGG)","Metabolism of xenobiotics by cytochrome P450","enriched","0.032157","0.032157","0.338134","9","hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-8073; hsa-miR-6857-5p"
"Pathways (KEGG)","Parathyroid hormone synthesis, secretion and action","enriched","0.0328571","0.0328571","0.338134","26","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4258; hsa-miR-4734; hsa-miR-4706; hsa-miR-4276"
"Pathways (KEGG)","Protein processing in endoplasmic reticulum","enriched","0.0334951","0.0334951","0.338134","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","autophagosome membrane GO0000421","enriched","0.0336341","0.0336341","0.456712","6","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-6088; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","protein K27-linked ubiquitination GO0044314","enriched","0.0336341","0.0336341","0.456712","6","hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-1233-5p; hsa-miR-6805-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of canonical Wnt signaling pathway GO0060828","enriched","0.0336341","0.0336341","0.456712","6","hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6805-5p"
"Pathways (KEGG)","Mannose type O-glycan biosynthesis","enriched","0.0336341","0.0336341","0.338134","6","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-6805-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein sequestering activity GO0140311","enriched","0.0338119","0.0338119","0.456712","13","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-663a; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","nucleosome GO0000786","enriched","0.0341362","0.0341362","0.456712","12","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-92b-5p; hsa-miR-6857-5p; hsa-miR-3940-5p; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transcription corepressor binding GO0001222","enriched","0.034182","0.034182","0.456712","17","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4706; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulated exocytosis GO0045055","enriched","0.0343239","0.0343239","0.456712","14","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-6787-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrial small ribosomal subunit GO0005763","enriched","0.0347583","0.0347583","0.456712","11","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-1238-5p; hsa-miR-1343-3p"
"Pathways (KEGG)","Hippo signaling pathway","enriched","0.0348146","0.0348146","0.338134","24","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4783-3p; hsa-miR-6088; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cAMP response element binding GO0035497","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","clathrin vesicle coat GO0030125","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA 3-end processing GO0031124","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of adaptive immune response GO0002819","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of blood coagulation GO0030193","depleted","0.0357864","0.0357864","0.456712","4","hsa-miR-1233-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cell cycle process GO0010564","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","telomere maintenance via telomere lengthening GO0010833","depleted","0.0357864","0.0357864","0.456712","4","hsa-miR-575; hsa-miR-4706; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-ubiquitin ligase activity GO0034450","enriched","0.0357864","0.0357864","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein folding GO0006457","enriched","0.0361624","0.0361624","0.456712","26","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6787-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6784-5p"
"Pathways (KEGG)","Pertussis","enriched","0.0361624","0.0361624","0.338134","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4706"
"Pathways (KEGG)","Long-term potentiation","enriched","0.0361937","0.0361937","0.338134","13","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ERBB2-EGFR signaling pathway GO0038134","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","alternative mRNA splicing, via spliceosome GO0000380","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-4732-5p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to mercury ion GO0071288","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","glycerol transmembrane transporter activity GO0015168","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","growth hormone receptor signaling pathway GO0060396","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","multivesicular body membrane GO0032585","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-1307-3p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of signal transduction by p53 class mediator GO1901797","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of epidermal growth factor-activated receptor activity GO0045741","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of protein kinase A signaling GO0010739","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-3184-5p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","postsynaptic specialization GO0099572","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of glucose transmembrane transport GO0010827","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-125a-3p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of type I interferon-mediated signaling pathway GO0060338","enriched","0.0363636","0.0363636","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","snRNA transcription by RNA polymerase II GO0042795","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transport vesicle membrane GO0030658","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","water transmembrane transporter activity GO0005372","depleted","0.0363636","0.0363636","0.456712","2","hsa-miR-4734; hsa-miR-6746-5p"
"Target genes (miRTarBase)","AQP2","depleted","0.0363636","0.0363636","0.384805","2","hsa-miR-4734; hsa-miR-6746-5p"
"Target genes (miRTarBase)","CACNA1A","depleted","0.0363636","0.0363636","0.384805","2","hsa-miR-4734; hsa-miR-4706"
"Target genes (miRTarBase)","FAM212B","depleted","0.0363636","0.0363636","0.384805","2","hsa-miR-4734; hsa-miR-4706"
"Target genes (miRTarBase)","SH3BGRL3","depleted","0.0363636","0.0363636","0.384805","2","hsa-miR-4734; hsa-miR-4706"
"Target genes (miRTarBase)","TGFA","depleted","0.0363636","0.0363636","0.384805","2","hsa-miR-4734; hsa-miR-4706"
"Diseases (MNDR)","Breast invasive carcinoma","enriched","0.0363636","0.0363636","0.309465","2","hsa-miR-1307-3p; hsa-miR-1228-5p"
"Diseases (MNDR)","Carcinoma ductal breast","enriched","0.0363636","0.0363636","0.309465","2","hsa-miR-1307-3p; hsa-miR-1228-5p"
"Diseases (MNDR)","Oral squamous cell carcinoma","enriched","0.0363636","0.0363636","0.309465","2","hsa-miR-1307-3p; hsa-miR-1228-5p"
"Cell-type specific (Cellular microRNAome)","Platelet specific","depleted","0.0363636","0.0363636","0.255555","2","hsa-miR-4734; hsa-miR-4687-5p"
"Pathways (KEGG)","Thyroid hormone synthesis","enriched","0.0364716","0.0364716","0.338134","11","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mitophagy GO0000423","enriched","0.0365203","0.0365203","0.456712","5","hsa-miR-1307-3p; hsa-miR-8069; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of glucokinase activity GO0033132","enriched","0.0365203","0.0365203","0.456712","5","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of myeloid cell differentiation GO0045638","depleted","0.0365203","0.0365203","0.456712","5","hsa-miR-6787-5p; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4687-5p; hsa-miR-6746-5p"
