Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.24,Urinary Schistosomiasis,"Neuronal diseases, Nephrological diseases, Blood diseases, Cancer diseases, Infectious diseases",17,1,SNAI1,https://www.malacards.org/card/urinary_schistosomiasis,,,,
1.24,Status Asthmaticus,Respiratory diseases,17,1,CXCL8,https://www.malacards.org/card/status_asthmaticus,,,,
1.24,Labyrinthitis,"Neuronal diseases, Ear diseases, Infectious diseases",17,1,TNF,https://www.malacards.org/card/labyrinthitis,,,,
1.24,Anthracosis,"Respiratory diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/anthracosis,,,,
1.24,Bacterial Conjunctivitis,"Neuronal diseases, Immune diseases, Eye diseases, Infectious diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/bacterial_conjunctivitis,,,,
1.24,Vulvovaginitis,Reproductive diseases,17,1,CXCL8,https://www.malacards.org/card/vulvovaginitis,,,,
1.24,Contagious Pustular Dermatitis,"Skin diseases, Infectious diseases",17,1,CCDC39,https://www.malacards.org/card/contagious_pustular_dermatitis,,,,
1.24,Periapical Granuloma,Oral diseases,17,1,CXCL8,https://www.malacards.org/card/periapical_granuloma,,,,
1.24,Relapsing Polychondritis,"Bone diseases, Nephrological diseases, Immune diseases, Eye diseases, Cardiovascular diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/relapsing_polychondritis,,,,
1.24,Felty Syndrome,"Bone diseases, Blood diseases, Liver diseases, Immune diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/felty_syndrome,,,,
1.24,Cervical Adenitis,Immune diseases,17,1,TNF,https://www.malacards.org/card/cervical_adenitis,,,,
1.24,Abdominal Tuberculosis,"Gastrointestinal diseases, Immune diseases, Infectious diseases",17,1,TNF,https://www.malacards.org/card/abdominal_tuberculosis,,,,
1.24,Cauda Equina Syndrome,"Neuronal diseases, Nephrological diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/cauda_equina_syndrome,,,,
1.24,Acute Cholangitis,"Gastrointestinal diseases, Liver diseases, Immune diseases",17,1,TNF,https://www.malacards.org/card/acute_cholangitis,,,,
1.24,Borna Disease,"Neuronal diseases, Infectious diseases",17,1,TBK1,https://www.malacards.org/card/borna_disease,,,,
1.24,Chemical Colitis,Gastrointestinal diseases,17,1,TNF,https://www.malacards.org/card/chemical_colitis,,,,
1.24,Tracheitis,"Respiratory diseases, Infectious diseases",17,1,TNF,https://www.malacards.org/card/tracheitis,,,,
1.24,Actinomycosis,"Eye diseases, Respiratory diseases, Infectious diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/actinomycosis,,,,
1.24,Anal Fistula,"Gastrointestinal diseases, Skin diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/anal_fistula,,,,
1.24,Mononeuritis Of Upper Limb And Mononeuritis Multiplex,Neuronal diseases,17,1,TNF,https://www.malacards.org/card/mononeuritis_of_upper_limb_and_mononeuritis_multiplex,,,,
1.24,Gastroduodenal Crohn'S Disease,Gastrointestinal diseases,17,1,TNF,https://www.malacards.org/card/gastroduodenal_crohns_disease,,,,
1.24,Collagenous Colitis,"Gastrointestinal diseases, Immune diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/collagenous_colitis,,,,
1.24,Gastric Diffuse Adenocarcinoma,"Gastrointestinal diseases, Cancer diseases",17,1,CDH1,https://www.malacards.org/card/gastric_diffuse_adenocarcinoma,,,,
1.24,Parotitis,"Endocrine diseases, Oral diseases",17,1,MMP2,https://www.malacards.org/card/parotitis,,,,
1.24,Paratyphoid Fever,"Gastrointestinal diseases, Infectious diseases, Rare diseases",17,1,TNF,https://www.malacards.org/card/paratyphoid_fever,,,,
1.24,Spondylitis,Bone diseases,29,1,TNF,https://www.malacards.org/card/spondylitis,,,,
1.23,"Hypomagnesemia 1, Intestinal","Nephrological diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,NIPAL1,https://www.malacards.org/card/hypomagnesemia_1_intestinal,,,,
1.23,Macrocephaly/Autism Syndrome,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,PI4K2B,https://www.malacards.org/card/macrocephaly_autism_syndrome,,,,
1.23,"Parkinson Disease 20, Early-Onset","Neuronal diseases, Mental diseases, Muscle diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",16,1,PI4K2B,https://www.malacards.org/card/parkinson_disease_20_early_onset,,,,
1.23,Metachondromatosis,"Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,SOX9,https://www.malacards.org/card/metachondromatosis,,,,
1.23,Gastrointestinal Tularemia,"Gastrointestinal diseases, Infectious diseases",18,1,SNAP25,https://www.malacards.org/card/gastrointestinal_tularemia,,,,
1.23,Peyronie'S Disease,Reproductive diseases,18,1,CCN2,https://www.malacards.org/card/peyronies_disease,,,,
1.23,Pneumonic Plague,"Respiratory diseases, Infectious diseases",18,1,TNF,https://www.malacards.org/card/pneumonic_plague,,,,
1.23,Superficial Basal Cell Carcinoma,"Skin diseases, Cancer diseases",18,1,TNF,https://www.malacards.org/card/superficial_basal_cell_carcinoma,,,,
1.23,Acute Necrotizing Pancreatitis,Endocrine diseases,18,1,TNF,https://www.malacards.org/card/acute_necrotizing_pancreatitis,,,,
1.23,Drug-Induced Hepatitis,"Gastrointestinal diseases, Liver diseases",18,1,TNF,https://www.malacards.org/card/drug_induced_hepatitis,,,,
1.23,Hypopyon,Neuronal diseases,18,1,TNF,https://www.malacards.org/card/hypopyon,,,,
1.23,Lung Abscess,Respiratory diseases,18,1,TNF,https://www.malacards.org/card/lung_abscess,,,,
1.23,Splenic Tuberculosis,"Immune diseases, Infectious diseases",18,1,TNF,https://www.malacards.org/card/splenic_tuberculosis,,,,
1.23,Miliary Tuberculosis,"Respiratory diseases, Infectious diseases",18,1,TNF,https://www.malacards.org/card/miliary_tuberculosis,,,,
1.23,Syndromic X-Linked Intellectual Disability Cabezas Type,"Neuronal diseases, Mental diseases, Genetic diseases",18,1,CCN2,https://www.malacards.org/card/syndromic_x_linked_intellectual_disability_cabezas_type,,,,
1.23,Choroiditis,"Neuronal diseases, Eye diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/choroiditis,,,,
1.23,Megaesophagus,Gastrointestinal diseases,18,1,TNF,https://www.malacards.org/card/megaesophagus,,,,
1.23,Paralytic Ileus,Gastrointestinal diseases,18,1,TNF,https://www.malacards.org/card/paralytic_ileus,,,,
1.23,Burning Mouth Syndrome,"Neuronal diseases, Gastrointestinal diseases, Oral diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/burning_mouth_syndrome,,,,
1.23,Chronic Meningitis,"Neuronal diseases, Infectious diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/chronic_meningitis,,,,
1.23,Enthesopathy,"Bone diseases, Muscle diseases",18,1,TNF,https://www.malacards.org/card/enthesopathy,,,,
1.23,Osmotic Diarrhea,Gastrointestinal diseases,18,1,SLC9A3,https://www.malacards.org/card/osmotic_diarrhea,,,,
1.23,Trichinosis,"Neuronal diseases, Infectious diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/trichinosis,,,,
1.23,Purulent Acute Otitis Media,Ear diseases,18,1,SOX9,https://www.malacards.org/card/purulent_acute_otitis_media,,,,
1.23,Acantholytic Acanthoma,Cancer diseases,18,1,CCDC39,https://www.malacards.org/card/acantholytic_acanthoma,,,,
1.23,Keshan Disease,"Cardiovascular diseases, Metabolic diseases, Rare diseases",18,1,SELENOS,https://www.malacards.org/card/keshan_disease,,,,
1.23,Blastomycosis,"Infectious diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/blastomycosis,,,,
1.23,Atypical Depressive Disorder,Mental diseases,18,1,TNF,https://www.malacards.org/card/atypical_depressive_disorder,,,,
1.23,Inflammatory And Toxic Neuropathy,Neuronal diseases,18,1,TNF,https://www.malacards.org/card/inflammatory_and_toxic_neuropathy,,,,
1.23,Urethral Stricture,Nephrological diseases,18,1,CCN2,https://www.malacards.org/card/urethral_stricture,,,,
1.23,Ascaris Lumbricoides Infection,Infectious diseases,18,1,CXCL8,https://www.malacards.org/card/ascaris_lumbricoides_infection,,,,
1.23,Melioidosis,"Infectious diseases, Genetic diseases, Rare diseases",422,2,"TNF, CDH2",https://www.malacards.org/card/melioidosis,,,Blood,CDH2
1.22,Cataract 30,"Neuronal diseases, Nephrological diseases, Oral diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,BMI1,https://www.malacards.org/card/cataract_30,,,,
1.22,"Griscelli Syndrome, Type 3","Neuronal diseases, Blood diseases, Skin diseases, Immune diseases, Eye diseases, Infectious diseases, Genetic diseases, Rare diseases",17,1,GOSR1,https://www.malacards.org/card/griscelli_syndrome_type_3_2,,,,
1.22,Birdshot Chorioretinopathy,"Neuronal diseases, Eye diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/birdshot_chorioretinopathy,,,,
1.22,"Dermatitis, Atopic, 7","Neuronal diseases, Skin diseases, Immune diseases, Genetic diseases",18,1,CXCL8,https://www.malacards.org/card/dermatitis_atopic_7_2,,,,
1.22,Strongyloidiasis,"Neuronal diseases, Gastrointestinal diseases, Skin diseases, Respiratory diseases, Infectious diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/strongyloidiasis,,,,
1.21,Loeys-Dietz Syndrome 1,"Bone diseases, Skin diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,SMAD3,https://www.malacards.org/card/loeys_dietz_syndrome_1,,,,
1.21,Van Maldergem Syndrome,"Neuronal diseases, Smell/Taste diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",18,1,CCBE1,https://www.malacards.org/card/van_maldergem_syndrome,,,,
1.21,Amyotrophic Neuralgia,"Neuronal diseases, Immune diseases, Muscle diseases, Infectious diseases, Genetic diseases, Rare diseases",18,1,SEPTIN4,https://www.malacards.org/card/amyotrophic_neuralgia,,,,
1.21,Adenosarcoma,"Nephrological diseases, Reproductive diseases, Cancer diseases",19,1,CDH1,https://www.malacards.org/card/adenosarcoma,,,,
1.21,Parotid Disease,Oral diseases,19,1,TNF,https://www.malacards.org/card/parotid_disease,,,,
1.21,Hepatitis D,"Blood diseases, Gastrointestinal diseases, Liver diseases, Oral diseases, Immune diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",19,1,SMAD3,https://www.malacards.org/card/hepatitis_d,,,,
1.21,Carbuncle,"Skin diseases, Eye diseases, Infectious diseases",19,1,TNF,https://www.malacards.org/card/carbuncle,,,,
1.21,Periostitis,Bone diseases,19,1,TNF,https://www.malacards.org/card/periostitis,,,,
1.21,Neurosarcoidosis,"Neuronal diseases, Immune diseases",19,1,TNF,https://www.malacards.org/card/neurosarcoidosis,,,,
1.21,Coronary Aneurysm,Cardiovascular diseases,19,1,TNF,https://www.malacards.org/card/coronary_aneurysm,,,,
1.21,Kidney Hypertrophy,Nephrological diseases,19,1,CCN2,https://www.malacards.org/card/kidney_hypertrophy,,,,
1.21,Occipital Lobe Neoplasm,"Neuronal diseases, Cancer diseases",19,1,ADCYAP1,https://www.malacards.org/card/occipital_lobe_neoplasm,,,,
1.21,Verrucous Carcinoma,"Oral diseases, Cancer diseases",19,1,CDH1,https://www.malacards.org/card/verrucous_carcinoma,,,,
1.21,Suppurative Otitis Media,Ear diseases,19,1,TNF,https://www.malacards.org/card/suppurative_otitis_media,,,,
1.21,Tracheal Stenosis,"Respiratory diseases, Rare diseases, Fetal diseases",19,1,SOX9,https://www.malacards.org/card/tracheal_stenosis,,,,
1.21,Epididymis Adenocarcinoma,"Reproductive diseases, Cancer diseases",19,1,TCF4,https://www.malacards.org/card/epididymis_adenocarcinoma,,,,
1.21,Gingival Recession,"Gastrointestinal diseases, Oral diseases",19,1,TNF,https://www.malacards.org/card/gingival_recession,,,,
1.21,Relapsing Fever,"Infectious diseases, Rare diseases",19,1,TNF,https://www.malacards.org/card/relapsing_fever,,,,
1.21,Polyomavirus-Associated Nephropathy,"Nephrological diseases, Infectious diseases",19,1,CCN2,https://www.malacards.org/card/polyomavirus_associated_nephropathy,,,,
1.21,Ileocolitis,"Gastrointestinal diseases, Skin diseases",19,1,TNF,https://www.malacards.org/card/ileocolitis,,,,
1.21,Scarlet Fever,"Respiratory diseases, Infectious diseases",19,1,TNF,https://www.malacards.org/card/scarlet_fever,,,,
1.21,Writing Disorder,Mental diseases,19,1,PRNP,https://www.malacards.org/card/writing_disorder,,,,
1.21,Ischemic Colitis,"Blood diseases, Gastrointestinal diseases, Cardiovascular diseases",19,1,TNF,https://www.malacards.org/card/ischemic_colitis,,,,
1.21,Chronic Cystitis,Nephrological diseases,19,1,ADCYAP1,https://www.malacards.org/card/chronic_cystitis,,,,
1.21,Brachial Plexus Neuropathy,Neuronal diseases,19,1,SEPTIN4,https://www.malacards.org/card/brachial_plexus_neuropathy,,,,
1.21,Angular Cheilitis,Oral diseases,19,1,TNF,https://www.malacards.org/card/angular_cheilitis,,,,
1.20,Spermatogenic Failure 51,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",18,1,CCDC39,https://www.malacards.org/card/spermatogenic_failure_51,,,,
1.20,"Psoriasis 14, Pustular","Bone diseases, Blood diseases, Skin diseases, Immune diseases, Genetic diseases, Rare diseases",18,1,TNF,https://www.malacards.org/card/psoriasis_14_pustular,,,,
1.20,"Fibular Aplasia Or Hypoplasia, Femoral Bowing And Poly-, Syn-, And Oligodactyly","Bone diseases, Oral diseases, Genetic diseases, Rare diseases, Fetal diseases",18,1,FZD2,https://www.malacards.org/card/fibular_aplasia_or_hypoplasia_femoral_bowing_and_poly_syn_and_oligodactyly,,,,
1.20,"Cerebral Amyloid Angiopathy, Itm2b-Related, 2","Bone diseases, Neuronal diseases, Blood diseases, Mental diseases, Muscle diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",19,1,PRNP,https://www.malacards.org/card/cerebral_amyloid_angiopathy_itm2b_related_2,,,,
1.20,Osteochondritis Dissecans,"Bone diseases, Genetic diseases, Rare diseases",19,1,SOX9,https://www.malacards.org/card/osteochondritis_dissecans,,,,
1.20,Whipple Disease,"Neuronal diseases, Blood diseases, Gastrointestinal diseases, Infectious diseases, Rare diseases",19,1,TNF,https://www.malacards.org/card/whipple_disease,,,,
1.20,Crimean-Congo Hemorrhagic Fever,"Infectious diseases, Rare diseases",20,1,TNF,https://www.malacards.org/card/crimean_congo_hemorrhagic_fever,,,,
1.20,Bullous Keratopathy,"Neuronal diseases, Eye diseases",20,1,CXCL8,https://www.malacards.org/card/bullous_keratopathy,,,,
1.20,Scleritis,"Neuronal diseases, Eye diseases, Rare diseases",20,1,TNF,https://www.malacards.org/card/scleritis,,,,
1.20,Cerebrovascular Benign Neoplasm,"Cardiovascular diseases, Cancer diseases",20,1,CDH1,https://www.malacards.org/card/cerebrovascular_benign_neoplasm,,,,
1.20,Iritis,"Neuronal diseases, Eye diseases",20,1,TNF,https://www.malacards.org/card/iritis,,,,
1.20,Bursitis,"Bone diseases, Muscle diseases",20,1,TNF,https://www.malacards.org/card/bursitis,,,,
1.20,Aortitis,Cardiovascular diseases,20,1,TNF,https://www.malacards.org/card/aortitis,,,,
1.20,Tuberculoid Leprosy,Infectious diseases,20,1,TNF,https://www.malacards.org/card/tuberculoid_leprosy,,,,
1.20,Gastric Lymphoma,"Blood diseases, Gastrointestinal diseases, Immune diseases, Cancer diseases, Genetic diseases",20,1,CXCL8,https://www.malacards.org/card/gastric_lymphoma,,,,
1.20,Congenital Toxoplasmosis,"Neuronal diseases, Immune diseases, Infectious diseases, Rare diseases, Fetal diseases",20,1,TNF,https://www.malacards.org/card/congenital_toxoplasmosis,,,,
1.20,Neurotic Disorder,"Neuronal diseases, Mental diseases",20,1,TNF,https://www.malacards.org/card/neurotic_disorder,,,,
1.20,Glossitis,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases",20,1,TNF,https://www.malacards.org/card/glossitis,,,,
1.20,Esophageal Lipoma,"Gastrointestinal diseases, Cancer diseases",20,1,SELENOS,https://www.malacards.org/card/esophageal_lipoma,,,,
1.20,Chapare Hemorrhagic Fever,"Infectious diseases, Rare diseases",20,1,GTPBP1,https://www.malacards.org/card/chapare_hemorrhagic_fever,,,,
1.20,Bell'S Palsy,"Neuronal diseases, Rare diseases",20,1,TNF,https://www.malacards.org/card/bells_palsy,,,,
1.20,Coccidioidomycosis,"Infectious diseases, Rare diseases",20,1,TNF,https://www.malacards.org/card/coccidioidomycosis,,,,
1.20,Duodenitis,Gastrointestinal diseases,20,1,TNF,https://www.malacards.org/card/duodenitis,,,,
1.20,Diffuse Scleroderma,"Skin diseases, Immune diseases",20,1,CCN2,https://www.malacards.org/card/diffuse_scleroderma,,,,
1.20,Keratinizing Squamous Cell Carcinoma,"Skin diseases, Cancer diseases",20,1,CDH1,https://www.malacards.org/card/keratinizing_squamous_cell_carcinoma,,,,
1.20,Heart Aneurysm,Cardiovascular diseases,20,1,TNF,https://www.malacards.org/card/heart_aneurysm,,,,
1.20,Adhesions Of Uterus,Reproductive diseases,20,1,CCN2,https://www.malacards.org/card/adhesions_of_uterus,,,,
1.20,Pseudobulbar Palsy,"Neuronal diseases, Oral diseases, Smell/Taste diseases",20,1,PRNP,https://www.malacards.org/card/pseudobulbar_palsy,,,,
1.20,Vallecula Cancer,"Gastrointestinal diseases, Cancer diseases",20,1,BMI1,https://www.malacards.org/card/vallecula_cancer,,,,
1.20,Skin Tag,Skin diseases,20,1,TNF,https://www.malacards.org/card/skin_tag,,,,
1.20,Pyuria,Nephrological diseases,20,1,TNF,https://www.malacards.org/card/pyuria,,,,
1.20,Scrapie,"Neuronal diseases, Infectious diseases",36,1,PRNP,https://www.malacards.org/card/scrapie,,,,
1.19,Lymphatic Malformation 5,"Neuronal diseases, Gastrointestinal diseases, Skin diseases, Reproductive diseases, Immune diseases, Respiratory diseases, Cardiovascular diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",19,1,CCBE1,https://www.malacards.org/card/lymphatic_malformation_5,,,,
1.19,Amyotrophic Lateral Sclerosis-Parkinsonism/Dementia Complex 1,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",19,1,PRNP,https://www.malacards.org/card/amyotrophic_lateral_sclerosis_parkinsonism_dementia_complex_1,,,,
1.19,Cone-Rod Dystrophy 3,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",19,1,CABP4,https://www.malacards.org/card/cone_rod_dystrophy_3,,,,
1.19,Loeys-Dietz Syndrome 2,"Bone diseases, Skin diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",19,1,SMAD3,https://www.malacards.org/card/loeys_dietz_syndrome_2,,,,
1.19,Eosinophilic Pneumonia,"Blood diseases, Immune diseases, Respiratory diseases, Rare diseases",20,1,CXCL8,https://www.malacards.org/card/eosinophilic_pneumonia,,,,
1.19,Mucolipidosis Ii Alpha/Beta,"Bone diseases, Neuronal diseases, Endocrine diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",20,1,LYSET,https://www.malacards.org/card/mucolipidosis_ii_alpha_beta,,,,
