Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.19,Diffuse Idiopathic Skeletal Hyperostosis,"Bone diseases, Muscle diseases, Metabolic diseases, Rare diseases",21,1,SPC25,https://www.malacards.org/card/diffuse_idiopathic_skeletal_hyperostosis,,,,
1.19,Corneal Ectasia,Neuronal diseases,21,1,MMP9,https://www.malacards.org/card/corneal_ectasia,,,,
1.19,Diabetic Encephalopathy,Neuronal diseases,21,1,PIK3CB,https://www.malacards.org/card/diabetic_encephalopathy,,,,
1.19,Lymphangioleiomyomatosis,"Respiratory diseases, Genetic diseases, Rare diseases",36,1,MMP2,https://www.malacards.org/card/lymphangioleiomyomatosis,,,,
1.18,Bardet-Biedl Syndrome 21,"Gastrointestinal diseases, Nephrological diseases, Reproductive diseases, Endocrine diseases, Neuronal diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",19,1,SLC7A14,https://www.malacards.org/card/bardet_biedl_syndrome_21,,,,
1.18,Pleomorphic Xanthoastrocytoma,"Neuronal diseases, Rare diseases, Cancer diseases",21,1,TERT,https://www.malacards.org/card/pleomorphic_xanthoastrocytoma,,,,
1.18,"Amyotrophic Lateral Sclerosis 2, Juvenile","Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases",21,1,ICA1L,https://www.malacards.org/card/amyotrophic_lateral_sclerosis_2_juvenile,,,,
1.18,"Spastic Paraplegia 42, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",21,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_42_autosomal_dominant,,,,
1.18,Dermatitis Herpetiformis,"Skin diseases, Genetic diseases, Rare diseases",21,1,MMP9,https://www.malacards.org/card/dermatitis_herpetiformis,,,,
1.18,Ohdo Syndrome,"Neuronal diseases, Eye diseases, Rare diseases, Fetal diseases",21,1,MED12L,https://www.malacards.org/card/ohdo_syndrome,,,,
1.18,Lobular Neoplasia,Cancer diseases,22,1,EGFR,https://www.malacards.org/card/lobular_neoplasia,,,,
1.18,Conjunctival Cancer,"Neuronal diseases, Cancer diseases",22,1,TERT,https://www.malacards.org/card/conjunctival_cancer,,,,
1.18,Arteriolosclerosis,Cardiovascular diseases,22,1,ICA1L,https://www.malacards.org/card/arteriolosclerosis,,,,
1.18,Priapism,"Reproductive diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",22,1,ADORA2B,https://www.malacards.org/card/priapism,,,,
1.18,Developmental Coordination Disorder,"Neuronal diseases, Mental diseases",22,1,NRXN1,https://www.malacards.org/card/developmental_coordination_disorder,,,,
1.18,Gastroesophageal Junction Adenocarcinoma,"Gastrointestinal diseases, Cardiovascular diseases, Cancer diseases",22,1,EGFR,https://www.malacards.org/card/gastroesophageal_junction_adenocarcinoma,,,,
1.18,Lepromatous Leprosy,Infectious diseases,22,1,MLLT1,https://www.malacards.org/card/lepromatous_leprosy,,,,
1.17,"Fanconi Anemia, Complementation Group O","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",20,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_o,,,,
1.17,Batten-Turner Congenital Myopathy,"Bone diseases, Muscle diseases, Neuronal diseases, Rare diseases",21,1,MSRB2,https://www.malacards.org/card/batten_turner_congenital_myopathy,,,,
1.17,"Cerebral Dysgenesis, Neuropathy, Ichthyosis, And Palmoplantar Keratoderma Syndrome","Skin diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",21,1,SNAP25,https://www.malacards.org/card/cerebral_dysgenesis_neuropathy_ichthyosis_and_palmoplantar_keratoderma_syndrome,,,,
1.17,Smith-Mccort Dysplasia,"Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",21,1,GOLGA2,https://www.malacards.org/card/smith_mccort_dysplasia,,,,
1.17,Siderosis,"Neuronal diseases, Eye diseases, Respiratory diseases, Rare diseases",22,1,GOT1,https://www.malacards.org/card/siderosis,,,,
1.17,Danubian Endemic Familial Nephropathy,"Nephrological diseases, Genetic diseases, Rare diseases, Cancer diseases, Infectious diseases",23,1,CYP1A1,https://www.malacards.org/card/danubian_endemic_familial_nephropathy,,,,
1.17,Vaginal Cancer,"Gastrointestinal diseases, Reproductive diseases, Rare diseases, Cancer diseases",23,1,EGFR,https://www.malacards.org/card/vaginal_cancer,,,,
1.17,Hypertrophy Of Breast,"Reproductive diseases, Genetic diseases, Rare diseases",23,1,EGFR,https://www.malacards.org/card/hypertrophy_of_breast,,,,
1.17,Spinal Cancer,"Neuronal diseases, Cancer diseases",23,1,TERT,https://www.malacards.org/card/spinal_cancer,,,,
1.17,Benign Meningioma,"Endocrine diseases, Neuronal diseases, Genetic diseases, Rare diseases, Cancer diseases",23,1,TERT,https://www.malacards.org/card/benign_meningioma,,,,
1.17,Cervical Dystonia,"Muscle diseases, Neuronal diseases, Rare diseases",23,1,SNAP25,https://www.malacards.org/card/cervical_dystonia,,,,
1.16,"Chronic Myelogenous Leukemia, Bcr-Abl1 Positive","Blood diseases, Cancer diseases",18,1,SHPK,https://www.malacards.org/card/chronic_myelogenous_leukemia_bcr_abl1_positive,,,,
1.16,Developmental And Epileptic Encephalopathy 31a,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",20,1,SNAP25,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_31a,,,,
1.16,Combined Oxidative Phosphorylation Deficiency 19,"Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",21,1,ISCA2,https://www.malacards.org/card/combined_oxidative_phosphorylation_deficiency_19,,,,
1.16,Combined Oxidative Phosphorylation Deficiency 6,"Muscle diseases, Neuronal diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",22,1,ISCA2,https://www.malacards.org/card/combined_oxidative_phosphorylation_deficiency_6,,,,
1.16,"Spastic Paraplegia 30, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",22,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_30_autosomal_dominant,,,,
1.16,Blepharospasm,"Muscle diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",23,1,SNAP25,https://www.malacards.org/card/blepharospasm,,,,
1.16,Molluscum Contagiosum,"Skin diseases, Reproductive diseases, Infectious diseases",23,1,ELOC,https://www.malacards.org/card/molluscum_contagiosum,,,,
1.16,Collecting Duct Carcinoma,"Nephrological diseases, Rare diseases, Cancer diseases",23,1,ELOC,https://www.malacards.org/card/collecting_duct_carcinoma,,,,
1.16,Short Qt Syndrome,"Skin diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",23,1,KCNJ8,https://www.malacards.org/card/short_qt_syndrome,,,,
1.16,Good Syndrome,"Immune diseases, Blood diseases, Rare diseases",24,1,EGFR,https://www.malacards.org/card/good_syndrome,,,,
1.16,Cheilitis,"Gastrointestinal diseases, Skin diseases, Oral diseases",24,1,MMP9,https://www.malacards.org/card/cheilitis,,,,
1.16,Echolalia,Mental diseases,24,1,NRXN1,https://www.malacards.org/card/echolalia,,,,
1.16,Placenta Accreta,Fetal diseases,24,1,MMP9,https://www.malacards.org/card/placenta_accreta,,,,
1.16,Laryngeal Benign Neoplasm,"Oral diseases, Respiratory diseases, Cancer diseases",24,1,EGFR,https://www.malacards.org/card/laryngeal_benign_neoplasm,,,,
1.16,Nodular Malignant Melanoma,"Skin diseases, Rare diseases, Cancer diseases",24,1,TERT,https://www.malacards.org/card/nodular_malignant_melanoma,,,,
1.16,Foodborne Botulism,"Muscle diseases, Neuronal diseases, Eye diseases, Rare diseases, Infectious diseases",24,1,SNAP25,https://www.malacards.org/card/foodborne_botulism,,,,
1.16,Pulmonary Blastoma,"Respiratory diseases, Rare diseases, Cancer diseases, Fetal diseases",24,1,EGFR,https://www.malacards.org/card/pulmonary_blastoma,,,,
1.16,Kawasaki Disease,"Bone diseases, Immune diseases, Cardiovascular diseases, Rare diseases",40,1,MMP9,https://www.malacards.org/card/kawasaki_disease,,,,
1.16,Cystinosis,"Nephrological diseases, Endocrine diseases, Blood diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",41,1,SHPK,https://www.malacards.org/card/cystinosis,,,,
1.15,Nescav Syndrome,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases",23,1,RTN2,https://www.malacards.org/card/nescav_syndrome,,,,
1.15,Stormorken Syndrome,"Muscle diseases, Blood diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",23,1,ESYT1,https://www.malacards.org/card/stormorken_syndrome,,,,
1.15,"Congenital Disorder Of Glycosylation, Type Iia","Gastrointestinal diseases, Nephrological diseases, Liver diseases, Skin diseases, Bone diseases, Muscle diseases, Reproductive diseases, Endocrine diseases, Immune diseases, Blood diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Infectious diseases, Fetal diseases",23,1,MAN2B2,https://www.malacards.org/card/congenital_disorder_of_glycosylation_type_iia,,,,
1.15,"Contractural Arachnodactyly, Congenital","Bone diseases, Muscle diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",24,1,MFAP2,https://www.malacards.org/card/contractural_arachnodactyly_congenital,,,,
1.15,Pitt-Hopkins-Like Syndrome 1,"Muscle diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",24,1,NRXN1,https://www.malacards.org/card/pitt_hopkins_like_syndrome_1,,,,
1.15,Vulva Squamous Cell Carcinoma,"Skin diseases, Reproductive diseases, Rare diseases, Cancer diseases",24,1,EGFR,https://www.malacards.org/card/vulva_squamous_cell_carcinoma,,,,
1.15,"Cerebral Amyloid Angiopathy, Itm2b-Related, 1","Bone diseases, Muscle diseases, Blood diseases, Neuronal diseases, Mental diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",24,1,SPPL2A,https://www.malacards.org/card/cerebral_amyloid_angiopathy_itm2b_related_1,,,,
1.15,"Cortical Dysplasia, Complex, With Other Brain Malformations 14a","Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",24,1,NRXN1,https://www.malacards.org/card/cortical_dysplasia_complex_with_other_brain_malformations_14a,,,,
1.15,Antisocial Personality Disorder,Mental diseases,25,1,SNAP25,https://www.malacards.org/card/antisocial_personality_disorder,,,,
1.15,Borst-Jadassohn Intraepidermal Carcinoma,"Skin diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/borst_jadassohn_intraepidermal_carcinoma,,,,
1.15,Ampulla Of Vater Cancer,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/ampulla_of_vater_cancer,,,,
1.15,Brain Stem Cancer,"Neuronal diseases, Rare diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/brain_stem_cancer,,,,
1.15,Periapical Periodontitis,"Gastrointestinal diseases, Oral diseases",25,1,MMP9,https://www.malacards.org/card/periapical_periodontitis,,,,
1.15,Oppositional Defiant Disorder,Mental diseases,25,1,SNAP25,https://www.malacards.org/card/oppositional_defiant_disorder,,,,
1.15,Coronary Artery Vasospasm,Cardiovascular diseases,25,1,KCNJ8,https://www.malacards.org/card/coronary_artery_vasospasm,,,,
1.15,Bronchiolo-Alveolar Adenocarcinoma,"Respiratory diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/bronchiolo_alveolar_adenocarcinoma,,,,
1.15,Lung Non-Squamous Non-Small Cell Carcinoma,"Respiratory diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/lung_non_squamous_non_small_cell_carcinoma,,,,
1.15,Adenocarcinoma In Situ,"Endocrine diseases, Cancer diseases",25,1,EGFR,https://www.malacards.org/card/adenocarcinoma_in_situ,,,,
1.15,Pyoderma Gangrenosum,"Skin diseases, Bone diseases, Rare diseases",25,1,MMP9,https://www.malacards.org/card/pyoderma_gangrenosum,,,,
1.15,Agoraphobia,Mental diseases,25,1,PTK7,https://www.malacards.org/card/agoraphobia,,,,
1.15,Spina Bifida,Neuronal diseases,42,1,BHMT2,https://www.malacards.org/card/spina_bifida,,,,
1.14,Birk-Barel Syndrome,"Neuronal diseases, Mental diseases, Genetic diseases",25,1,KCNK6,https://www.malacards.org/card/birk_barel_syndrome,,,,
1.14,Male Infertility Due To Acephalic Spermatozoa,"Reproductive diseases, Endocrine diseases, Rare diseases",25,1,DNAJB13,https://www.malacards.org/card/male_infertility_due_to_acephalic_spermatozoa,,,,
1.14,Smooth Muscle Tumor,"Muscle diseases, Cancer diseases",26,1,MMP2,https://www.malacards.org/card/smooth_muscle_tumor,,,,
1.14,Large Cell Neuroendocrine Carcinoma,"Neuronal diseases, Respiratory diseases, Cancer diseases",26,1,EGFR,https://www.malacards.org/card/large_cell_neuroendocrine_carcinoma,,,,
1.14,Birt-Hogg-Dube Syndrome,"Nephrological diseases, Skin diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",26,1,ELOC,https://www.malacards.org/card/birt_hogg_dube_syndrome,,,,
1.14,Venous Insufficiency,"Blood diseases, Cardiovascular diseases",26,1,MMP9,https://www.malacards.org/card/venous_insufficiency,,,,
1.14,Cardia Cancer,"Gastrointestinal diseases, Cancer diseases",26,1,EGFR,https://www.malacards.org/card/cardia_cancer,,,,
1.14,Myelomeningocele,"Neuronal diseases, Rare diseases",26,1,PTK7,https://www.malacards.org/card/myelomeningocele,,,,
1.14,Subependymal Glioma,"Neuronal diseases, Cancer diseases",26,1,PIK3CB,https://www.malacards.org/card/subependymal_glioma,,,,
1.14,Diverticulitis,Gastrointestinal diseases,26,1,MMP9,https://www.malacards.org/card/diverticulitis,,,,
1.14,Clear Cell Sarcoma,"Skin diseases, Cancer diseases",26,1,TYRP1,https://www.malacards.org/card/clear_cell_sarcoma,,,,
1.14,Penile Cancer,"Skin diseases, Reproductive diseases, Rare diseases, Cancer diseases",27,1,EGFR,https://www.malacards.org/card/penile_cancer,,,,
1.14,Blepharitis,"Skin diseases, Eye diseases",27,1,MMP9,https://www.malacards.org/card/blepharitis,,,,
1.14,Sialadenitis,"Gastrointestinal diseases, Endocrine diseases, Oral diseases, Rare diseases",27,1,MMP2,https://www.malacards.org/card/sialadenitis,,,,
1.14,Spinal Stenosis,"Nephrological diseases, Bone diseases, Neuronal diseases",27,1,MMP2,https://www.malacards.org/card/spinal_stenosis,,,,
1.14,Mucosal Melanoma,"Skin diseases, Cancer diseases",27,1,TERT,https://www.malacards.org/card/mucosal_melanoma,,,,
1.14,Arthropathy,Bone diseases,46,1,MMP2,https://www.malacards.org/card/arthropathy,,,,
1.14,Cutaneous Leishmaniasis,"Skin diseases, Infectious diseases",425,2,"MMP9, TYRP1",https://www.malacards.org/card/cutaneous_leishmaniasis,,,Skin,"MMP9, TYRP1"
1.13,Retinitis Pigmentosa 71,"Nephrological diseases, Liver diseases, Bone diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",24,1,SLC7A14,https://www.malacards.org/card/retinitis_pigmentosa_71,,,,
1.13,Isolated Ectopia Lentis,"Bone diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",25,1,MFAP2,https://www.malacards.org/card/isolated_ectopia_lentis,,,,
1.13,Primary Polycythemia,"Immune diseases, Blood diseases, Respiratory diseases, Genetic diseases, Rare diseases",26,1,ELOC,https://www.malacards.org/card/primary_polycythemia,,,,
1.13,Charcot-Marie-Tooth Disease X-Linked Recessive 4,"Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",26,1,ISCA2,https://www.malacards.org/card/charcot_marie_tooth_disease_x_linked_recessive_4,,,,
1.13,"Deafness, Onychodystrophy, Osteodystrophy, Impaired Intellectual Development, And Seizures Syndrome","Skin diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",26,1,NCOA7,https://www.malacards.org/card/deafness_onychodystrophy_osteodystrophy_impaired_intellectual_development_and_seizures_syndrome,,,,
1.13,Autosomal Recessive Limb-Girdle Muscular Dystrophy Type 2h,"Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",26,1,TRIM63,https://www.malacards.org/card/autosomal_recessive_limb_girdle_muscular_dystrophy_type_2h,,,,
1.13,Ogden Syndrome,"Skin diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",26,1,HYPK,https://www.malacards.org/card/ogden_syndrome,,,,
1.13,"Microphthalmia, Syndromic 1","Endocrine diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",26,1,HYPK,https://www.malacards.org/card/microphthalmia_syndromic_1,,,,
1.13,Newcastle Disease,Infectious diseases,27,1,MMP9,https://www.malacards.org/card/newcastle_disease,,,,
1.13,Thymic Carcinoma,"Immune diseases, Rare diseases, Cancer diseases",27,1,EGFR,https://www.malacards.org/card/thymic_carcinoma,,,,
1.13,"Schwannomatosis, Vestibular","Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",27,1,WWC1,https://www.malacards.org/card/schwannomatosis_vestibular,,,,
1.13,Syndromic Microphthalmia,"Endocrine diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",27,1,HYPK,https://www.malacards.org/card/syndromic_microphthalmia,,,,
1.13,"Agammaglobulinemia, X-Linked","Immune diseases, Blood diseases, Genetic diseases, Rare diseases",27,1,TXK,https://www.malacards.org/card/agammaglobulinemia_x_linked,,,,
